Id,Creation Time,Owner,Tags,logs/missingness,logs/seed,logs/imputation,logs/company,logs/smape (last),Running Time,properties/data
EX2-284,2021-08-08 10:00:58,mavantwout,"[""4-year"",""20-step-ahead"",""20-predictions"",""seed8"",""single_run"",""shifted30"",""2D-prediction""]",985,8,globalmean,KO,0.007145504510489284,352.346,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/KO_Shifted_30ahead_m985.csv
EX2-282,2021-08-08 09:55:05,mavantwout,"[""4-year"",""20-step-ahead"",""20-predictions"",""single_run"",""shifted30"",""2D-prediction"",""seed7""]",985,7,globalmean,KO,0.03264928312148872,351.676,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/KO_Shifted_30ahead_m985.csv
EX2-279,2021-08-08 09:43:35,mavantwout,"[""seed5"",""4-year"",""shifted30"",""20-predictions"",""single_run"",""20-step-ahead"",""2D-prediction""]",90,5,forwardfill,KO,0.006939269784508319,368.061,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX2-278,2021-08-08 09:43:19,mavantwout,"[""4-year"",""seed5"",""20-step-ahead"",""20-predictions"",""single_run"",""shifted30"",""2D-prediction""]",985,5,globalmean,KO,0.0067992906881376184,351.894,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/KO_Shifted_30ahead_m985.csv
EX2-277,2021-08-08 09:37:21,mavantwout,"[""4-year"",""seed4"",""20-step-ahead"",""20-predictions"",""single_run"",""shifted30"",""2D-prediction""]",985,4,globalmean,KO,0.006397434789352322,352.224,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/KO_Shifted_30ahead_m985.csv
EX2-276,2021-08-08 09:37:21,mavantwout,"[""seed4"",""4-year"",""shifted30"",""20-predictions"",""single_run"",""20-step-ahead"",""2D-prediction""]",90,4,forwardfill,KO,0.005942951816640641,373.221,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX2-268,2021-08-04 19:38:29,mavantwout,"[""single_run"",""shifted30"",""4-year"",""20-step-ahead"",""20-predictions"",""seed4"",""2D-prediction""]",985,4,linearfit260,KO,0.00601210766111481,352.373,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/KO_Shifted_30ahead_m985.csv
EX2-267,2021-08-04 19:35:17,mavantwout,"[""single_run"",""4-year"",""seed4"",""shifted30"",""2D-prediction"",""20-predictions"",""20-step-ahead""]",985,4,meanlast260,KO,0.006007698518677459,337.234,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/KO_Shifted_30ahead_m985.csv
EX2-266,2021-08-04 19:35:15,mavantwout,"[""4-year"",""20-predictions"",""seed4"",""20-step-ahead"",""2D-prediction"",""shifted30"",""single_run""]",985,4,cubicfit260,KO,0.0066409090133513204,327.104,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/KO_Shifted_30ahead_m985.csv
EX2-265,2021-08-04 19:32:34,mavantwout,"[""seed3"",""single_run"",""shifted30"",""4-year"",""20-step-ahead"",""20-predictions"",""2D-prediction""]",985,3,linearfit260,KO,0.0062028573586119075,353.517,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/KO_Shifted_30ahead_m985.csv
EX2-264,2021-08-04 19:31:19,mavantwout,"[""shifted30"",""2D-prediction"",""single_run"",""seed4"",""4-year"",""20-predictions"",""20-step-ahead""]",985,4,forwardfill,KO,0.007110383690771735,321.245,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/KO_Shifted_30ahead_m985.csv
EX2-263,2021-08-04 19:29:48,mavantwout,"[""4-year"",""20-predictions"",""20-step-ahead"",""2D-prediction"",""shifted30"",""seed3"",""single_run""]",985,3,cubicfit260,KO,0.006182802532376358,326.34,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/KO_Shifted_30ahead_m985.csv
EX2-262,2021-08-04 19:29:43,mavantwout,"[""seed4"",""20-step-ahead"",""20-predictions"",""4-year"",""shifted30"",""2D-prediction"",""single_run""]",90,4,linearfit260,KO,0.010257580830221581,336.253,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX2-261,2021-08-04 19:29:41,mavantwout,"[""seed4"",""shifted30"",""single_run"",""20-predictions"",""20-step-ahead"",""2D-prediction"",""4-year""]",90,4,cubicfit260,KO,0.04115032647476803,316.613,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX2-260,2021-08-04 19:29:40,mavantwout,"[""single_run"",""4-year"",""seed3"",""shifted30"",""2D-prediction"",""20-predictions"",""20-step-ahead""]",985,3,meanlast260,KO,0.00781456290674303,336.44,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/KO_Shifted_30ahead_m985.csv
EX2-259,2021-08-04 19:28:42,mavantwout,"[""seed4"",""shifted30"",""2D-prediction"",""4-year"",""20-predictions"",""single_run"",""20-step-ahead""]",90,4,meanlast260,KO,0.032002577026141135,287.499,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX2-258,2021-08-04 19:26:42,mavantwout,"[""single_run"",""shifted30"",""seed2"",""4-year"",""20-step-ahead"",""20-predictions"",""2D-prediction""]",985,2,linearfit260,KO,0.006629842795942485,351.373,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/KO_Shifted_30ahead_m985.csv
EX2-257,2021-08-04 19:25:57,mavantwout,"[""shifted30"",""2D-prediction"",""single_run"",""seed3"",""4-year"",""20-predictions"",""20-step-ahead""]",985,3,forwardfill,KO,0.009455716335428818,321.298,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/KO_Shifted_30ahead_m985.csv
EX2-256,2021-08-04 19:24:40,mavantwout,"[""seed4"",""shifted30"",""2D-prediction"",""20-step-ahead"",""20-predictions"",""4-year"",""single_run""]",90,4,globalmean,KO,0.00692256813320489,302.45,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX2-255,2021-08-04 19:24:24,mavantwout,"[""seed3"",""shifted30"",""single_run"",""20-predictions"",""20-step-ahead"",""2D-prediction"",""4-year""]",90,3,cubicfit260,KO,0.015797020751980397,316.245,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX2-254,2021-08-04 19:24:21,mavantwout,"[""4-year"",""20-predictions"",""20-step-ahead"",""seed2"",""2D-prediction"",""shifted30"",""single_run""]",985,2,cubicfit260,KO,0.0067349187738901,326.186,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/KO_Shifted_30ahead_m985.csv
EX2-253,2021-08-04 19:24:11,mavantwout,"[""20-step-ahead"",""20-predictions"",""seed3"",""4-year"",""shifted30"",""2D-prediction"",""single_run""]",90,3,linearfit260,KO,0.007470938979144079,331.62,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX2-252,2021-08-04 19:24:02,mavantwout,"[""seed2"",""single_run"",""4-year"",""shifted30"",""2D-prediction"",""20-predictions"",""20-step-ahead""]",985,2,meanlast260,KO,0.005974341243412643,336.794,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/KO_Shifted_30ahead_m985.csv
EX2-251,2021-08-04 19:23:55,mavantwout,"[""shifted30"",""2D-prediction"",""4-year"",""20-predictions"",""single_run"",""20-step-ahead"",""seed3""]",90,3,meanlast260,KO,0.007199728545306966,286.501,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX2-249,2021-08-04 19:21:22,mavantwout,"[""2D-prediction"",""shifted30"",""seed4"",""4-year"",""20-step-ahead"",""single_run"",""20-predictions""]",33,4,linearfit260,KO,0.0064838686632273015,301.426,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX2-248,2021-08-04 19:20:49,mavantwout,"[""single_run"",""shifted30"",""seed1"",""4-year"",""20-step-ahead"",""20-predictions"",""2D-prediction""]",985,1,linearfit260,KO,0.0071668626355036544,351.802,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/KO_Shifted_30ahead_m985.csv
EX2-246,2021-08-04 19:20:30,mavantwout,"[""shifted30"",""2D-prediction"",""single_run"",""4-year"",""seed2"",""20-predictions"",""20-step-ahead""]",985,2,forwardfill,KO,0.005961758804663646,326.483,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/KO_Shifted_30ahead_m985.csv
EX2-245,2021-08-04 19:19:56,mavantwout,"[""20-step-ahead"",""4-year"",""single_run"",""20-predictions"",""shifted30"",""seed4"",""2D-prediction""]",33,4,meanlast260,KO,0.006440389465670121,317.131,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX2-244,2021-08-04 19:19:34,mavantwout,"[""seed3"",""shifted30"",""2D-prediction"",""20-step-ahead"",""20-predictions"",""4-year"",""single_run""]",90,3,globalmean,KO,0.00602758045254637,306.38,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX2-243,2021-08-04 19:19:03,mavantwout,"[""seed2"",""shifted30"",""single_run"",""20-predictions"",""20-step-ahead"",""2D-prediction"",""4-year""]",90,2,cubicfit260,KO,0.006481152834112612,316.32,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX2-242,2021-08-04 19:18:46,mavantwout,"[""4-year"",""20-predictions"",""20-step-ahead"",""2D-prediction"",""shifted30"",""seed1"",""single_run""]",985,1,cubicfit260,KO,0.008498459991306514,332.636,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/KO_Shifted_30ahead_m985.csv
EX2-241,2021-08-04 19:18:33,mavantwout,"[""single_run"",""4-year"",""20-step-ahead"",""20-predictions"",""shifted30"",""seed4"",""2D-prediction""]",33,4,globalmean,KO,0.006854604887066705,337.379,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX2-240,2021-08-04 19:18:33,mavantwout,"[""20-step-ahead"",""20-predictions"",""4-year"",""shifted30"",""seed2"",""2D-prediction"",""single_run""]",90,2,linearfit260,KO,0.008665334310476492,337.597,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX2-239,2021-08-04 19:18:24,mavantwout,"[""seed1"",""single_run"",""4-year"",""shifted30"",""2D-prediction"",""20-predictions"",""20-step-ahead""]",985,1,meanlast260,KO,0.006882733679653068,337.18,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/KO_Shifted_30ahead_m985.csv
EX2-238,2021-08-04 19:18:03,mavantwout,"[""seed2"",""shifted30"",""2D-prediction"",""4-year"",""20-predictions"",""single_run"",""20-step-ahead""]",90,2,meanlast260,KO,0.0059776769338198334,351.561,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX2-237,2021-08-04 19:17:44,mavantwout,"[""single_run"",""2D-prediction"",""4-year"",""shifted30"",""seed3"",""20-predictions"",""20-step-ahead""]",33,3,cubicfit260,KO,0.006751158136077853,306.46,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX2-236,2021-08-04 19:16:54,mavantwout,"[""4-year"",""20-predictions"",""6D-prediction"",""shifted30"",""20-step-ahead"",""seed4"",""single_run""]",985,4,5_imputations_combined,KO,0.006660973188143163,341.088,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/KO_Shifted_30ahead_m985.csv
EX2-235,2021-08-04 19:16:54,mavantwout,"[""shifted30"",""20-step-ahead"",""seed4"",""20-predictions"",""single_run"",""2D-prediction"",""4-year""]",33,4,forwardfill,KO,0.00614943104473051,346.284,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX2-233,2021-08-04 19:16:20,mavantwout,"[""2D-prediction"",""shifted30"",""4-year"",""20-step-ahead"",""seed3"",""single_run"",""20-predictions""]",33,3,linearfit260,KO,0.007274175705262646,302.072,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX2-232,2021-08-04 19:15:04,mavantwout,"[""20-step-ahead"",""20-predictions"",""4-year"",""2D-prediction"",""seed2"",""single_run"",""shifted30""]",90,2,forwardfill,KO,0.006765822138256564,326.464,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX2-231,2021-08-04 19:15:02,mavantwout,"[""shifted30"",""2D-prediction"",""seed1"",""single_run"",""4-year"",""20-predictions"",""20-step-ahead""]",985,1,forwardfill,KO,0.006224372050879197,326.842,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/KO_Shifted_30ahead_m985.csv
EX2-230,2021-08-04 19:14:51,mavantwout,"[""6D-prediction"",""seed4"",""20-predictions"",""20-step-ahead"",""single_run"",""4-year"",""shifted30""]",90,4,5_imputations_combined,KO,0.006022375352767858,316.849,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX2-229,2021-08-04 19:14:47,mavantwout,"[""seed4"",""single_run"",""20-predictions"",""6D-prediction"",""4-year"",""20-step-ahead"",""shifted30""]",33,4,5_imputations_combined,KO,0.011595032189913573,322.126,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX2-228,2021-08-04 19:14:36,mavantwout,"[""single_run"",""shifted30"",""4-year"",""20-step-ahead"",""seed0"",""20-predictions"",""2D-prediction""]",985,0,linearfit260,KO,0.033665318132741505,366.657,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/KO_Shifted_30ahead_m985.csv
EX2-227,2021-08-04 19:14:30,mavantwout,"[""shifted30"",""seed2"",""2D-prediction"",""20-step-ahead"",""20-predictions"",""4-year"",""single_run""]",90,2,globalmean,KO,0.011157455042156225,302.732,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX2-226,2021-08-04 19:14:04,mavantwout,"[""20-step-ahead"",""4-year"",""single_run"",""20-predictions"",""shifted30"",""seed3"",""2D-prediction""]",33,3,meanlast260,KO,0.0059997487081156365,351.091,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX2-225,2021-08-04 19:13:36,mavantwout,"[""shifted30"",""single_run"",""20-predictions"",""20-step-ahead"",""seed1"",""2D-prediction"",""4-year""]",90,1,cubicfit260,KO,0.005902509527481508,326.353,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX2-224,2021-08-04 19:13:08,mavantwout,"[""seed0"",""4-year"",""20-predictions"",""20-step-ahead"",""2D-prediction"",""shifted30"",""single_run""]",985,0,cubicfit260,KO,0.007313536150182602,337.004,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/KO_Shifted_30ahead_m985.csv
EX2-223,2021-08-04 19:13:01,mavantwout,"[""single_run"",""4-year"",""20-step-ahead"",""20-predictions"",""shifted30"",""2D-prediction"",""seed3""]",33,3,globalmean,KO,0.006797456776481863,326.696,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX2-222,2021-08-04 19:13:00,mavantwout,"[""20-step-ahead"",""20-predictions"",""4-year"",""shifted30"",""2D-prediction"",""single_run"",""seed1""]",90,1,linearfit260,KO,0.006692354353009638,331.712,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX2-221,2021-08-04 19:12:51,mavantwout,"[""single_run"",""4-year"",""shifted30"",""2D-prediction"",""20-predictions"",""seed0"",""20-step-ahead""]",985,0,meanlast260,KO,0.03193204153560954,332.153,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/KO_Shifted_30ahead_m985.csv
EX2-220,2021-08-04 19:12:37,mavantwout,"[""seed2"",""single_run"",""2D-prediction"",""4-year"",""shifted30"",""20-predictions"",""20-step-ahead""]",33,2,cubicfit260,KO,0.006224474556463972,306.072,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX2-219,2021-08-04 19:12:29,mavantwout,"[""shifted30"",""2D-prediction"",""4-year"",""20-predictions"",""single_run"",""20-step-ahead"",""seed1""]",90,1,meanlast260,KO,0.006885312519309514,332.789,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX2-218,2021-08-04 19:11:42,mavantwout,"[""seed3"",""shifted30"",""20-step-ahead"",""20-predictions"",""single_run"",""2D-prediction"",""4-year""]",33,3,forwardfill,KO,0.006007214705013304,311.562,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX2-217,2021-08-04 19:11:38,mavantwout,"[""4-year"",""20-predictions"",""6D-prediction"",""shifted30"",""20-step-ahead"",""single_run"",""seed3""]",985,3,5_imputations_combined,KO,0.007179512764549409,311.503,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/KO_Shifted_30ahead_m985.csv
EX2-216,2021-08-04 19:11:16,mavantwout,"[""2D-prediction"",""shifted30"",""seed2"",""4-year"",""20-step-ahead"",""single_run"",""20-predictions""]",33,2,linearfit260,KO,0.0062018255905902046,302.986,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX2-215,2021-08-04 19:11:03,mavantwout,"[""20-step-ahead"",""shifted30"",""single_run"",""4-year"",""seed0"",""20-predictions"",""2D-prediction""]",985,0,globalmean,KO,0.02382527009985837,321.2,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/KO_Shifted_30ahead_m985.csv
EX2-214,2021-08-04 19:09:37,mavantwout,"[""20-step-ahead"",""seed1"",""20-predictions"",""4-year"",""2D-prediction"",""single_run"",""shifted30""]",90,1,forwardfill,KO,0.0073625576809940975,326.644,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX2-213,2021-08-04 19:09:33,mavantwout,"[""6D-prediction"",""seed3"",""20-predictions"",""20-step-ahead"",""single_run"",""4-year"",""shifted30""]",90,3,5_imputations_combined,KO,0.006857199010422454,317.865,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX2-212,2021-08-04 19:09:33,mavantwout,"[""shifted30"",""2D-prediction"",""20-step-ahead"",""20-predictions"",""4-year"",""single_run"",""seed1""]",90,1,globalmean,KO,0.006338527615875947,297.652,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX2-211,2021-08-04 19:09:26,mavantwout,"[""seed0"",""shifted30"",""2D-prediction"",""single_run"",""4-year"",""20-predictions"",""20-step-ahead""]",985,0,forwardfill,KO,0.00867567441875707,335.595,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing985/KO_Shifted_30ahead_m985.csv
EX2-210,2021-08-04 19:09:24,mavantwout,"[""single_run"",""20-predictions"",""6D-prediction"",""4-year"",""seed3"",""20-step-ahead"",""shifted30""]",33,3,5_imputations_combined,KO,0.006328073248916792,321.968,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX2-209,2021-08-04 19:08:47,mavantwout,"[""single_run"",""shifted30"",""2D-prediction"",""20-step-ahead"",""20-predictions"",""4-year"",""seed4""]",33,4,forwardfill,MSFT,0.02656530158890975,311.686,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/MSFT_Shifted_30ahead_m33.csv
EX2-208,2021-08-04 19:08:41,mavantwout,"[""20-step-ahead"",""seed2"",""4-year"",""single_run"",""20-predictions"",""shifted30"",""2D-prediction""]",33,2,meanlast260,KO,0.006214998109891774,322.466,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX2-207,2021-08-04 19:08:13,mavantwout,"[""shifted30"",""single_run"",""20-predictions"",""20-step-ahead"",""seed0"",""2D-prediction"",""4-year""]",90,0,cubicfit260,KO,0.008653704078952319,321.69,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing90/KO_Shifted_30ahead_m90.csv
EX2-206,2021-08-04 19:07:29,mavantwout,"[""single_run"",""2D-prediction"",""4-year"",""shifted30"",""seed1"",""20-predictions"",""20-step-ahead""]",33,1,cubicfit260,KO,0.006885394731144278,306.466,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
EX2-205,2021-08-04 19:07:24,mavantwout,"[""single_run"",""4-year"",""20-step-ahead"",""20-predictions"",""shifted30"",""seed2"",""2D-prediction""]",33,2,globalmean,KO,0.0065545157333725835,337.353,/home/nfs/mavantwout/thesis_datasets/Dataset3/Missing33/KO_Shifted_30ahead_m33.csv
